List Date,Company,Group,Sector,Sub Sector,Country of Incorporation,Market,Ord Shares,Dep Receipts,Fixed Int,Warrants,MarketCapInMillions,International Main Market,FCA Listing Category,
18-Feb-76,ELECTRA PRIVATE EQUITY             ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,901.1799705,N,Premium,
5-Aug-09,ELECTRA PRIVATE EQUITY INVESTMENTS ,5,Company Bonds,Company Bonds,GB,Main Market,YES,NO,NO,NO,0,N,Standard,
29-Mar-00,ELECTRIC WORD                      ,5557,Media,Publishing,GB,AIM,YES,NO,NO,NO,13.0127008375,N,,
3-Apr-13,ELECTRICAL GEODESICS INC           ,4535,Health Care Equipment & Services,Medical Equipment,US,AIM,YES,NO,NO,NO,34.59503219,N,,
14-Jun-67,ELECTROCOMPONENTS                  ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,999.795850768,N,Premium,
13-Apr-87,ELECTRONIC DATA PROCESSING PLC     ,9533,Software & Computer Services,Computer Services,GB,Main Market,YES,NO,NO,NO,9.398232,N,Premium,
6-Oct-05,ELECTROSTEEL CASTINGS              ,2757,Industrial Engineering,Industrial Machinery,IN,PSM,NO,YES,NO,NO,0,N,Standard,
19-Apr-99,ELEKTRON TECHNOLOGY PLC            ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,9.07241648625,N,,
1-Apr-64,ELEMENTIS                          ,1357,Chemicals,Specialty Chemicals,GB,Main Market,YES,NO,NO,NO,1193.479368536,N,Premium,
25-Apr-07,ELEPHANT CAPITAL PLC               ,8985,Equity Investment Instruments,Equity Investment Instruments,IM,AIM,YES,NO,NO,NO,3.721655545,N,,
9-May-05,EMED MINING PUBLIC LTD             ,1777,Mining,Gold Mining,CY,AIM,YES,NO,NO,NO,97.19095149,N,,
29-Mar-10,EMIS GROUP PLC                     ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,474.83547,N,,
1-Jul-05,EMMIT PLC                          ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,0,N,,
30-Jun-14,EMPIRIC STUDENT PROP PLC           ,8673,Real Estate Investment Trusts,Residential REITs,GB,Main Market,YES,NO,NO,NO,86.70000102,N,Premium,
3-Nov-04,EMPRESARIA GROUP PLC               ,2793,Support Services,Business Training & Employment Agencies,GB,AIM,YES,NO,NO,NO,22.504237735,N,,
27-Jul-05,EMPYREAN ENERGY                    ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,35.390046275,N,,
26-Nov-12,ENABLES IT GROUP PLC               ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,2.9330625725,N,,
17-Dec-07,ENDEAVOUR INTL CORP                ,533,Oil & Gas Producers,Exploration & Production,US,Main Market,YES,NO,NO,NO,1.9643799868842,Y,Standard,
20-Mar-08,ENEGI OIL PLC                      ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,4.38792443375,N,,
2-Jun-97,ENERGISER INVESTMENTS PLC          ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,AIM,YES,NO,NO,NO,1.75151828,N,,
22-Mar-12,ENERGY ASSETS GROUP PLC            ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,122.76800437,N,Premium,
30-Apr-04,ENERGY TECHNIQUE                   ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,8.0082286,N,,
4-Apr-06,ENERGY XXI(BERMUDA)                ,533,Oil & Gas Producers,Exploration & Production,BM,AIM,YES,NO,NO,NO,504.676553651216,N,,
26-Jul-05,ENOVA SYSTEMS INC                  ,3355,Automobiles & Parts,Auto Parts,US,AIM,YES,NO,NO,NO,2.8520752,N,,
6-Apr-10,ENQUEST PLC                        ,533,Oil & Gas Producers,Exploration & Production,GB,Main Market,YES,NO,NO,NO,554.82725607,N,Premium,
2-May-02,ENSOR HLDGS                        ,2797,Support Services,Industrial Suppliers,GB,AIM,YES,NO,NO,NO,17.48914596,N,,
18-May-12,ENTEQ UPSTREAM PLC                 ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,GB,AIM,YES,NO,NO,NO,14.14887672,N,,
6-Nov-95,ENTERPRISE INNS                    ,5757,Travel & Leisure,Restaurants & Bars,GB,Main Market,YES,NO,YES,NO,647.145139365,N,Premium,
15-Jul-10,ENTERTAINMENT ONE LTD              ,5553,Media,Broadcasting & Entertainment,CA,Main Market,YES,NO,NO,NO,901.792544328,Y,Premium,
30-Oct-14,ENTU (UK) LTD                      ,5375,General Retailers,Home Improvement Retailers,GB,AIM,YES,NO,NO,NO,67.896,N,,
23-Oct-02,ENVIRONMENTAL RECYCLING TECHS      ,2799,Support Services,Waste & Disposal Services,GB,AIM,YES,NO,NO,NO,3.8269093852,N,,
15-Dec-03,EP GLOBAL OPPORTUNITIES TRUST      ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,106.38178228125,N,Premium,
31-Aug-10,EPE SPECIAL OPPORTUNITIES PLC      ,8985,Equity Investment Instruments,Equity Investment Instruments,IM,AIM,YES,NO,NO,NO,33.90496317,N,,
4-Apr-07,EPISTEM HLDGS PLC                  ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,28.811188625,N,,
24-Jul-14,EPWIN GROUP PLC                    ,2353,Construction & Materials,Building Materials & Fixtures,GB,AIM,YES,NO,NO,NO,141.75,N,,
26-Feb-10,EQUATORIAL PALM OIL PLC            ,3573,Food Producers,Farming & Fishing,GB,AIM,YES,NO,NO,NO,17.904179505,N,,
10-May-06,EREDENE CAPITAL                    ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,11.692419975,N,,
15-Jul-14,ERGOMED PLC                        ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,41.1125,N,,
8-Aug-11,ESCHER GROUP HLDGS PLC             ,9537,Software & Computer Services,Software,IE,AIM,YES,NO,NO,NO,47.5355445,N,,
31-Oct-05,ESERVGLOBAL                        ,9537,Software & Computer Services,Software,AU,AIM,YES,NO,NO,NO,81.43262842,N,,
25-Feb-94,ESKMUIR PROPERTIES LD              ,6,Debentures & Loans,Debentures & Loans,GB,PSM,NO,NO,YES,NO,0,N,Standard,
27-Apr-12,ESPIRITO SANTO FINANCIAL GROUP SA  ,8355,Banks,Banks,LU,Main Market,YES,NO,NO,NO,0,Y,,
26-May-09,ESSENDEN PLC                       ,5755,Travel & Leisure,Recreational Services,GB,AIM,YES,NO,NO,NO,34.0986272,N,,
6-Jun-05,ESSENTRA PLC                       ,2797,Support Services,Industrial Suppliers,GB,Main Market,YES,NO,NO,NO,1623.19057259,N,Premium,
18-Mar-02,ESTABLISHMENT INVESTMENT TRUST PLC ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,35.8,N,Premium,
25-Apr-86,ESTATES PROPERTY INVESTMENT CO     ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
27-Mar-13,ESURE GROUP PLC                    ,8536,Nonlife Insurance,Property & Casualty Insurance,GB,Main Market,YES,NO,NO,NO,1014.59191892,N,Premium,
20-Apr-11,ETALON GROUP LTD                   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,NO,YES,NO,NO,568.330150769103,N,Standard,
28-Nov-07,E-THERAPEUTICS PLC                 ,4573,Pharmaceuticals & Biotechnology,Biotechnology,GB,AIM,YES,NO,NO,NO,69.422574235,N,,
13-Nov-13,EU SUPPLY PLC                      ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,16.58009759,N,,
7-Nov-07,EURASIA DRILLING CO LTD            ,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,KY,Main Market,NO,YES,NO,NO,2283.45887058003,Y,Standard,
2-Oct-96,EURASIA MINING                     ,1779,Mining,Platinum & Precious Metals,GB,AIM,YES,NO,NO,NO,5.33319564,N,,
22-Jan-90,EUROMONEY INSTITUTIONAL INVESTOR   ,5557,Media,Publishing,GB,Main Market,YES,NO,NO,NO,1306.04556042,N,Premium,
11-Nov-04,EUROPA OIL & GAS(HLDGS)            ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,15.87843436,N,,
12-Oct-83,EUROPEAN ASSETS TRUST NV           ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,NL,Main Market,YES,NO,NO,NO,132.3318127,Y,Standard,
29-Jul-93,EUROPEAN HOME RETAIL               ,5373,General Retailers,Broadline Retailers,GB,Main Market,YES,NO,NO,NO,0,N,,
28-Jun-72,EUROPEAN INVESTMENT TRUST PLC(THE) ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,307.6322754375,N,Premium,
17-May-06,EUROPEAN ISLAMIC INVESTMENT BANK   ,8355,Banks,Banks,GB,AIM,YES,NO,NO,NO,72.9673004,N,,
14-Jul-14,EUROPEAN REAL ESTATE INVMT TR LTD  ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,33.650789855,N,Standard,
7-May-14,EUROPEAN WEALTH GROUP LTD          ,8775,General Financial,Specialty Finance,GG,AIM,YES,NO,YES,NO,15.13768725,N,,
5-Aug-96,EVERGREEN MARINE CORP(TAIWAN)      ,2773,Industrial Transportation,Marine Transportation,TW,PSM,NO,YES,NO,NO,32.5333936006582,N,Standard,
7-Nov-13,EVERYMAN MEDIA GROUP PLC           ,5755,Travel & Leisure,Recreational Services,GB,AIM,YES,NO,NO,NO,31.93610112,N,,
23-Mar-06,EVOCUTIS PLC                       ,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,GB,AIM,YES,NO,NO,NO,1.486122269,N,,
8-Jun-05,EVRAZ PLC                          ,1757,Industrial Metals,Steel,GB,Main Market,YES,NO,NO,NO,1946.433263848,N,Premium,
29-Jul-09,EW&PO FINANCE PLC                  ,5,Company Bonds,Company Bonds,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
17-Dec-09,EXILLON ENERGY PLC                 ,533,Oil & Gas Producers,Exploration & Production,IM,Main Market,YES,NO,NO,NO,247.11169383,N,Premium,
16-Apr-14,EXOVA GRP PLC                      ,2791,Support Services,Business Support Services,GB,Main Market,YES,NO,NO,NO,425.0077040825,N,Premium,
11-Oct-06,EXPERIAN PLC                       ,2791,Support Services,Business Support Services,JE,Main Market,YES,NO,NO,NO,9318.83907229,N,Premium,
30-Jun-99,EZZ STEEL                          ,1757,Industrial Metals,Steel,EG,Main Market,NO,YES,NO,NO,0,Y,Standard,
29-Oct-92,F&C CAPITAL & INCOME INV TST       ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,222.629504895,N,Premium,
17-Jul-09,F&C COMMERCIAL PROPERTY TRUST LD   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,1056.275932188,N,Premium,
29-Jun-59,F&C GLOBAL SMALLER COMPANIES       ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,369.942058025,N,Premium,
16-Apr-08,F&C MANAGED PORTFOLIO TRUST PLC    ,8995,Nonequity Investment Instruments,Nonequity Investment Instruments,GB,Main Market,YES,NO,NO,NO,65.35256407,N,Premium,
22-Mar-99,F&C PRIVATE EQUITY TRUST           ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,152.51559603,N,Premium,
14-Dec-09,F&C PRIVATE EQUITY ZEROS PLC       ,5,Company Bonds,Company Bonds,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
1-Jun-04,F&C UK REAL ESTATE INVESTMENTS LTD ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GG,Main Market,YES,NO,NO,NO,391.87999932,N,Premium,
4-May-95,F.B.D.HLDGS                        ,8532,Nonlife Insurance,Full Line Insurance,IE,Main Market,YES,NO,NO,NO,344.796243611856,Y,Premium,
12-Jun-14,FAIR OAKS INCOME FUND LTD          ,8985,Equity Investment Instruments,Equity Investment Instruments,GG,SFM,NO,NO,NO,NO,79.6568463200255,N,,
5-Aug-14,FAIRFX GROUP PLC                   ,8773,General Financial,Consumer Finance,GB,AIM,YES,NO,NO,NO,39.97287052,N,,
16-Dec-02,FAIRPOINT GROUP PLC                ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,57.01604352,N,,
20-Jun-13,FALANX GROUP LTD                   ,2791,Support Services,Business Support Services,VG,AIM,YES,NO,NO,NO,22.12195461,N,,
28-Mar-13,FALCON OIL & GAS                   ,533,Oil & Gas Producers,Exploration & Production,CA,AIM,YES,NO,NO,NO,64.50762619,N,,
13-Jan-03,FALKLAND ISLANDS HLDGS             ,2791,Support Services,Business Support Services,GB,AIM,YES,NO,NO,NO,40.091984175,N,,
14-Oct-04,FALKLAND OIL & GAS                 ,533,Oil & Gas Producers,Exploration & Production,FK,AIM,YES,NO,NO,NO,150.685835045,N,,
11-Oct-04,FAR EASTERN NEW CENTURY CORP       ,3763,Personal Goods,Clothing & Accessories,TW,Main Market,NO,YES,NO,NO,0,Y,,
20-Jan-11,FARGLORY LAND DEVELOPMENT CO LTD   ,8633,Real Estate Investment & Services,Real Estate Holding & Development,TW,Main Market,NO,YES,NO,NO,0,Y,Standard,
27-Jun-03,FAROE PETROLEUM PLC                ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,245.053623515,N,,
2-Jul-12,FASTJET PLC                        ,5751,Travel & Leisure,Airlines,GB,AIM,YES,NO,NO,NO,12.19567272,N,,
11-Jun-12,FASTNET OIL & GAS PLC              ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,20.80848652775,N,,
20-Jun-14,FDM GROUP PLC                      ,9533,Software & Computer Services,Computer Services,GB,Main Market,YES,NO,NO,NO,363.140376515,N,Premium,
31-Jan-06,FEDERAL BANK                       ,8355,Banks,Banks,IN,PSM,NO,YES,NO,NO,19.4121999992352,N,Standard,
19-May-14,FEEDBACK                           ,2737,Electronic & Electrical Equipment,Electronic Equipment,GB,AIM,YES,NO,NO,NO,2.7181411305,N,,
28-Jul-52,FENNER PLC                         ,2757,Industrial Engineering,Industrial Machinery,GB,Main Market,YES,NO,NO,NO,595.28190876,N,Premium,
18-Jul-11,FERREX PLC                         ,1757,Industrial Metals,Steel,GB,AIM,YES,NO,NO,NO,7.937252315,N,,
20-Jun-07,FERREXPO PLC                       ,1757,Industrial Metals,Steel,GB,Main Market,YES,NO,NO,NO,495.327215493,N,Premium,
15-Dec-10,FERRUM CRESCENT LTD                ,1757,Industrial Metals,Steel,AU,AIM,YES,NO,NO,NO,2.283616662,N,,
13-Jun-96,FIDELITY ASIAN VALUES              ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,142.89667795,N,Premium,
19-Apr-10,FIDELITY CHINA SPECIAL SITUATIONS  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,700.6256708,N,Premium,
6-Nov-91,FIDELITY EUROPEAN VALUES           ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,646.317166002,N,Premium,
15-Mar-94,FIDELITY JAPANESE VALUES           ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,70.37063138125,N,Premium,
17-Nov-94,FIDELITY SPECIAL VALUES            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,462.39345872,N,Premium,
9-Jun-97,FIDESSA GROUP PLC                  ,9537,Software & Computer Services,Software,GB,Main Market,YES,NO,NO,NO,867.82560202,N,Premium,
24-Oct-94,FILTRONIC                          ,9578,Technology Hardware & Equipment,Telecommunications Equipment,GB,Main Market,YES,NO,NO,NO,21.9740527825,N,Premium,
5-Oct-07,FINANCIAL TECHNOLOGIES (INDIA)     ,9533,Software & Computer Services,Computer Services,IN,Main Market,NO,YES,NO,NO,0,Y,,
11-Jun-98,FINANSBANK                         ,8355,Banks,Banks,TR,Main Market,NO,YES,NO,NO,0,Y,Standard,
9-Apr-13,FINDEL                             ,5379,General Retailers,Specialty Retailers,GB,Main Market,YES,NO,NO,NO,228.20828976,N,Premium,
2-Dec-13,FINNAUST MINING PLC                ,1755,Industrial Metals,Nonferrous Metals,GB,AIM,YES,NO,NO,NO,6.795185925,N,,
30-Oct-14,FINSBURY FOOD GROUP                ,3577,Food Producers,Food Products,GB,AIM,YES,NO,NO,NO,113.18449472,N,,
24-Dec-53,FINSBURY GROWTH & INCOME TRUST     ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,338.92937548,N,Premium,
10-Jun-93,FINTRUST DEBENTURE                 ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
30-Sep-10,FIRESTONE DIAMONDS                 ,1773,Mining,Diamonds & Gemstones,GB,AIM,YES,NO,NO,NO,104.285074725,N,,
18-Dec-87,FIRST DEBENTURE FINANCE            ,6,Debentures & Loans,Debentures & Loans,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
28-Mar-02,FIRST DERIVATIVES PLC              ,9533,Software & Computer Services,Computer Services,GB,AIM,YES,NO,NO,NO,255.8855662,N,,
22-Dec-00,FIRST PROPERTY GROUP               ,8771,General Financial,Asset Managers,GB,AIM,YES,NO,NO,NO,30.556546075,N,,
1-Feb-10,FIRST QUANTUM MINERALS             ,1755,Industrial Metals,Nonferrous Metals,CA,Main Market,YES,NO,NO,NO,5590.7055533,Y,Standard,
16-Jun-95,FIRSTGROUP                         ,5759,Travel & Leisure,Travel & Tourism,GB,Main Market,YES,NO,NO,NO,1351.74882645,N,Premium,
30-Dec-96,FISHER(JAMES)& SONS PLC            ,2777,Industrial Transportation,Transportation Services,GB,Main Market,YES,NO,NO,NO,653.85972674,N,Premium,
28-Jun-02,FISHGUARD & ROSSLARE RLYS & HBRS CO,7,Preference,Preference,GB,Main Market,NO,NO,YES,NO,0,N,Standard,
30-Mar-00,FISKE                              ,8777,General Financial,Investment Services,GB,AIM,YES,NO,NO,NO,4.7782822,N,,
25-Oct-04,FITBUG HLDGS PLC                   ,3745,Leisure Goods,Recreational Products,GB,AIM,YES,NO,NO,NO,8.299362371,N,,
14-Oct-08,FLETCHER KING                      ,8637,Real Estate Investment & Services,Real Estate Services,GB,AIM,YES,NO,NO,NO,4.558840605,N,,
15-Aug-06,FLOWGROUP PLC                      ,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,GB,AIM,YES,NO,NO,NO,93.9918772675,N,,
21-May-14,FLOWTECH FLUIDPOWER PLC            ,2757,Industrial Engineering,Industrial Machinery,GB,AIM,YES,NO,NO,NO,50.4303032325,N,,
15-Dec-10,FLYBE GROUP PLC                    ,5751,Travel & Leisure,Airlines,GB,Main Market,YES,NO,NO,NO,261.2725722075,N,Premium,
2-Aug-93,FLYING BRANDS                      ,5379,General Retailers,Specialty Retailers,JE,Main Market,YES,NO,NO,NO,0.696843375,N,Standard,
29-Feb-00,FORBIDDEN TECHNOLOGIES             ,9537,Software & Computer Services,Software,GB,AIM,YES,NO,NO,NO,22.40851226,N,,
21-Mar-52,FOREIGN & COL INVESTM TRUST        ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,YES,NO,2249.774200384,N,Premium,
24-Dec-04,FORESIGHT 2 VCT PLC                ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,58.92927485375,N,Premium,
4-Apr-96,FORESIGHT 3 VCT                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,32.01330985625,N,Premium,
16-Mar-98,FORESIGHT 4 VCT                    ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,39.313041275,N,Premium,
29-Oct-13,FORESIGHT SOLAR FUND LTD           ,8985,Equity Investment Instruments,Equity Investment Instruments,JE,Main Market,YES,NO,NO,NO,217.62,N,Premium,
2-Nov-10,FORESIGHT SOLAR VCT PLC            ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,61.28727778,N,Premium,
18-Jan-07,FORESIGHT VCT PLC                  ,8985,Equity Investment Instruments,Equity Investment Instruments,GB,Main Market,YES,NO,NO,NO,53.054325795,N,Premium,
22-Jun-07,FORMATION GROUP PLC                ,8633,Real Estate Investment & Services,Real Estate Holding & Development,GB,AIM,YES,NO,NO,NO,3.704956404,N,,
3-Jul-00,FORTE ENERGY NL                    ,1755,Industrial Metals,Nonferrous Metals,AU,AIM,YES,NO,NO,NO,1.59178261635,N,,
10-Aug-93,FORTUNE OIL                        ,533,Oil & Gas Producers,Exploration & Production,GB,Main Market,YES,NO,NO,NO,206.451082341,N,Standard,
2-Aug-05,FORUM ENERGY                       ,533,Oil & Gas Producers,Exploration & Production,GB,AIM,YES,NO,NO,NO,10.14189201,N,,
31-Aug-12,FOX MARBLE HLDGS PLC               ,1775,Mining,General Mining,GB,AIM,YES,NO,NO,NO,27.323108315,N,,
25-Sep-13,FOXTONS GROUP PLC                  ,8637,Real Estate Investment & Services,Real Estate Services,GB,Main Market,YES,NO,NO,NO,474.620819176,N,Premium,
9-May-95,FRENCH CONNECTION GROUP            ,5371,General Retailers,Apparel Retailers,GB,Main Market,YES,NO,NO,NO,47.949877,N,Premium,
28-Jul-04,FRENKEL TOPPING GROUP              ,8775,General Financial,Specialty Finance,GB,AIM,YES,NO,NO,NO,20.4170123875,N,,
14-May-08,FRESNILLO PLC                      ,1779,Mining,Platinum & Precious Metals,GB,Main Market,YES,NO,NO,NO,5277.473457525,N,Premium,
